monitor,uniqueID,date,day,position,dose,anoxia,bins60,counts60,cum.day
1,Rep.B,8/28/2018,1,t20,50,a,11:00,0,0
1,Rep.B,8/28/2018,1,t20,50,a,12:00,0,0
1,Rep.B,8/28/2018,1,t20,50,a,13:00,7,7
1,Rep.B,8/28/2018,1,t20,50,a,14:00,0,7
1,Rep.B,8/28/2018,1,t20,50,a,15:00,4,11
1,Rep.B,8/28/2018,1,t20,50,a,16:00,24,35
1,Rep.B,8/28/2018,1,t20,50,a,17:00,13,48
1,Rep.B,8/28/2018,1,t20,50,a,18:00,29,77
1,Rep.B,8/28/2018,1,t20,50,a,19:00,0,77
1,Rep.B,8/28/2018,1,t20,50,a,20:00,2,79
1,Rep.B,8/28/2018,1,t20,50,a,21:00,2,81
1,Rep.B,8/28/2018,1,t20,50,a,22:00,0,81
1,Rep.B,8/28/2018,1,t20,50,a,23:00,0,81
1,Rep.B,8/28/2018,1,t20,50,a,0:00,0,81
1,Rep.B,8/28/2018,1,t21,100,n,1:00,0,0
1,Rep.B,8/28/2018,1,t21,100,n,2:00,0,0
1,Rep.B,8/28/2018,1,t21,100,n,3:00,0,0
1,Rep.B,8/28/2018,1,t21,100,n,4:00,0,0
1,Rep.B,8/28/2018,1,t21,100,n,5:00,0,0
1,Rep.B,8/28/2018,1,t21,100,n,6:00,0,0
1,Rep.B,8/28/2018,1,t21,100,n,7:00,0,0
1,Rep.B,8/28/2018,1,t21,100,n,8:00,0,0
1,Rep.B,8/28/2018,1,t21,100,n,9:00,0,0
1,Rep.B,8/28/2018,1,t21,100,n,10:00,0,0
1,Rep.B,8/28/2018,1,t21,100,n,11:00,0,0
1,Rep.B,8/28/2018,1,t21,100,n,12:00,0,0
1,Rep.B,8/28/2018,1,t21,100,n,13:00,6,6
1,Rep.B,8/28/2018,1,t21,100,n,14:00,0,6
1,Rep.B,8/28/2018,1,t21,100,n,15:00,0,6
1,Rep.B,8/28/2018,1,t21,100,n,16:00,0,6
1,Rep.B,8/28/2018,1,t21,100,n,17:00,5,11
1,Rep.B,8/28/2018,1,t21,100,n,18:00,1,12
1,Rep.B,8/28/2018,1,t21,100,n,19:00,6,18
1,Rep.B,8/28/2018,1,t21,100,n,20:00,16,34
1,Rep.B,8/28/2018,1,t21,100,n,21:00,0,34
1,Rep.B,8/28/2018,1,t21,100,n,22:00,0,34
1,Rep.B,8/28/2018,1,t21,100,n,23:00,0,34
1,Rep.B,8/28/2018,1,t21,100,n,0:00,6,40
1,Rep.B,8/28/2018,1,t22,20,n,1:00,0,0
1,Rep.B,8/28/2018,1,t22,20,n,2:00,0,0
1,Rep.B,8/28/2018,1,t22,20,n,3:00,0,0
1,Rep.B,8/28/2018,1,t22,20,n,4:00,0,0
1,Rep.B,8/28/2018,1,t22,20,n,5:00,0,0
1,Rep.B,8/28/2018,1,t22,20,n,6:00,0,0
1,Rep.B,8/28/2018,1,t22,20,n,7:00,0,0
1,Rep.B,8/28/2018,1,t22,20,n,8:00,0,0
1,Rep.B,8/28/2018,1,t22,20,n,9:00,0,0
1,Rep.B,8/28/2018,1,t22,20,n,10:00,0,0
1,Rep.B,8/28/2018,1,t22,20,n,11:00,0,0
1,Rep.B,8/28/2018,1,t22,20,n,12:00,0,0
1,Rep.B,8/28/2018,1,t22,20,n,13:00,9,9
1,Rep.B,8/28/2018,1,t22,20,n,14:00,0,9
1,Rep.B,8/28/2018,1,t22,20,n,15:00,2,11
1,Rep.B,8/28/2018,1,t22,20,n,16:00,16,27
1,Rep.B,8/28/2018,1,t22,20,n,17:00,26,53
1,Rep.B,8/28/2018,1,t22,20,n,18:00,32,85
1,Rep.B,8/28/2018,1,t22,20,n,19:00,34,119
1,Rep.B,8/28/2018,1,t22,20,n,20:00,9,128
1,Rep.B,8/28/2018,1,t22,20,n,21:00,34,162
1,Rep.B,8/28/2018,1,t22,20,n,22:00,0,162
1,Rep.B,8/28/2018,1,t22,20,n,23:00,0,162
1,Rep.B,8/28/2018,1,t22,20,n,0:00,0,162
1,Rep.B,8/28/2018,1,t23,100,a,1:00,0,0
1,Rep.B,8/28/2018,1,t23,100,a,2:00,0,0
1,Rep.B,8/28/2018,1,t23,100,a,3:00,0,0
1,Rep.B,8/28/2018,1,t23,100,a,4:00,0,0
1,Rep.B,8/28/2018,1,t23,100,a,5:00,0,0
1,Rep.B,8/28/2018,1,t23,100,a,6:00,0,0
1,Rep.B,8/28/2018,1,t23,100,a,7:00,0,0
1,Rep.B,8/28/2018,1,t23,100,a,8:00,0,0
1,Rep.B,8/28/2018,1,t23,100,a,9:00,0,0
1,Rep.B,8/28/2018,1,t23,100,a,10:00,0,0
1,Rep.B,8/28/2018,1,t23,100,a,11:00,0,0
1,Rep.B,8/28/2018,1,t23,100,a,12:00,0,0
1,Rep.B,8/28/2018,1,t23,100,a,13:00,10,10
1,Rep.B,8/28/2018,1,t23,100,a,14:00,0,10
1,Rep.B,8/28/2018,1,t23,100,a,15:00,0,10
1,Rep.B,8/28/2018,1,t23,100,a,16:00,0,10
1,Rep.B,8/28/2018,1,t23,100,a,17:00,7,17
1,Rep.B,8/28/2018,1,t23,100,a,18:00,5,22
1,Rep.B,8/28/2018,1,t23,100,a,19:00,6,28
1,Rep.B,8/28/2018,1,t23,100,a,20:00,2,30
1,Rep.B,8/28/2018,1,t23,100,a,21:00,15,45
1,Rep.B,8/28/2018,1,t23,100,a,22:00,0,45
1,Rep.B,8/28/2018,1,t23,100,a,23:00,1,46
1,Rep.B,8/28/2018,1,t23,100,a,0:00,1,47
1,Rep.B,8/28/2018,1,t24,20,a,1:00,0,0
1,Rep.B,8/28/2018,1,t24,20,a,2:00,0,0
1,Rep.B,8/28/2018,1,t24,20,a,3:00,0,0
1,Rep.B,8/28/2018,1,t24,20,a,4:00,0,0
1,Rep.B,8/28/2018,1,t24,20,a,5:00,0,0
1,Rep.B,8/28/2018,1,t24,20,a,6:00,0,0
1,Rep.B,8/28/2018,1,t24,20,a,7:00,0,0
1,Rep.B,8/28/2018,1,t24,20,a,8:00,0,0
1,Rep.B,8/28/2018,1,t24,20,a,9:00,0,0
1,Rep.B,8/28/2018,1,t24,20,a,10:00,0,0
1,Rep.B,8/28/2018,1,t24,20,a,11:00,0,0
1,Rep.B,8/28/2018,1,t24,20,a,12:00,1,1
1,Rep.B,8/28/2018,1,t24,20,a,13:00,7,8
1,Rep.B,8/28/2018,1,t24,20,a,14:00,0,8
1,Rep.B,8/28/2018,1,t24,20,a,15:00,1,9
1,Rep.B,8/28/2018,1,t24,20,a,16:00,11,20
1,Rep.B,8/28/2018,1,t24,20,a,17:00,5,25
1,Rep.B,8/28/2018,1,t24,20,a,18:00,3,28
1,Rep.B,8/28/2018,1,t24,20,a,19:00,3,31
1,Rep.B,8/28/2018,1,t24,20,a,20:00,7,38
1,Rep.B,8/28/2018,1,t24,20,a,21:00,1,39
1,Rep.B,8/28/2018,1,t24,20,a,22:00,2,41
1,Rep.B,8/28/2018,1,t24,20,a,23:00,0,41
1,Rep.B,8/28/2018,1,t24,20,a,0:00,0,41
1,Rep.B,8/28/2018,1,t25,100,n,1:00,0,0
1,Rep.B,8/28/2018,1,t25,100,n,2:00,0,0
1,Rep.B,8/28/2018,1,t25,100,n,3:00,0,0
1,Rep.B,8/28/2018,1,t25,100,n,4:00,0,0
1,Rep.B,8/28/2018,1,t25,100,n,5:00,0,0
1,Rep.B,8/28/2018,1,t25,100,n,6:00,0,0
1,Rep.B,8/28/2018,1,t25,100,n,7:00,0,0
1,Rep.B,8/28/2018,1,t25,100,n,8:00,0,0
1,Rep.B,8/28/2018,1,t25,100,n,9:00,0,0
1,Rep.B,8/28/2018,1,t25,100,n,10:00,0,0
1,Rep.B,8/28/2018,1,t25,100,n,11:00,0,0
1,Rep.B,8/28/2018,1,t25,100,n,12:00,0,0
1,Rep.B,8/28/2018,1,t25,100,n,13:00,8,8
1,Rep.B,8/28/2018,1,t25,100,n,14:00,0,8
1,Rep.B,8/28/2018,1,t25,100,n,15:00,0,8
1,Rep.B,8/28/2018,1,t25,100,n,16:00,0,8
1,Rep.B,8/28/2018,1,t25,100,n,17:00,0,8
1,Rep.B,8/28/2018,1,t25,100,n,18:00,6,14
1,Rep.B,8/28/2018,1,t25,100,n,19:00,25,39
1,Rep.B,8/28/2018,1,t25,100,n,20:00,6,45
1,Rep.B,8/28/2018,1,t25,100,n,21:00,10,55
1,Rep.B,8/28/2018,1,t25,100,n,22:00,0,55
1,Rep.B,8/28/2018,1,t25,100,n,23:00,0,55
1,Rep.B,8/28/2018,1,t25,100,n,0:00,0,55
